feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_ovatus	Group	SCS	16.1200475336504	0.228560292509265	25	25	1.87220468648824e-25	1.43036438047702e-22
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_nordii	Group	SCD	16.7578761991251	0.266624609547506	25	21	1.85775451555628e-24	7.09662224942499e-22
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_goldsteinii	Group	SCS	16.4099038235601	0.270503466368576	25	25	3.75981266226203e-24	9.57498957989396e-22
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_caccae	Group	SCD	12.9698279424371	0.229606928945305	25	25	1.55385503132673e-23	1.97857540655603e-21
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_caecimuris	Group	SCS	9.80388641661402	0.173274443799977	25	25	1.50385054989218e-23	1.97857540655603e-21
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp._HF.162	Group	SCD	7.67721849834684	0.134041790403508	25	20	1.17985017839042e-23	1.97857540655603e-21
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_goldsteinii	Group	MCI	14.4245953289758	0.270503466368576	25	25	4.88232589032725e-23	5.3287099717286e-21
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_distasonis	Group	SCD	7.93262171006303	0.152277406047327	25	25	7.76662102486524e-23	7.41712307874631e-21
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_salyersiae	Group	SCD	8.79111683900306	0.170575417134379	25	25	9.60834147011742e-23	8.15641431463301e-21
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp._DH3716P	Group	SCS	8.12707496518133	0.166045580875987	25	20	2.67727639206737e-22	2.04543916353947e-20
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_goldsteinii	Group	SCD	12.4336614419501	0.270503466368576	25	25	9.30498647123153e-22	6.46273605820081e-20
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_ovatus	Group	SCD	10.3172458213545	0.228560292509264	25	25	1.33212995610331e-21	8.48122738719109e-20
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_salyersiae	Group	SCS	7.64522804338195	0.170575417134379	25	25	1.53373093134023e-21	9.01361870418414e-20
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Lachnospiraceae.g__Enterocloster.s__Enterocloster_asparagiformis	Group	SCD	-8.01721846565745	0.184629484786509	25	25	2.87147571110277e-21	1.56700531663037e-19
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_caecimuris	Group	MCI	7.15770125400583	0.173274443799977	25	25	7.71277301047338e-21	3.92837238666777e-19
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_goldsteinii	Group	AD	10.8305138939616	0.270503466368576	25	25	1.43012099184688e-20	6.82882773606885e-19
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_caecimuris	Group	SCD	6.83832266126308	0.173274443799977	25	25	1.90152356589299e-20	8.5456706137779e-19
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_nordii	Group	SCS	10.4546499519483	0.266624609547506	25	21	2.16040138393427e-20	9.1697036518099e-19
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia.s__Akkermansia_muciniphila	Group	AD	-10.2218726132995	0.262649035125409	25	25	2.5050869236224e-20	1.00730863665659e-18
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_ovatus	Group	AD	7.9979584757059	0.228560292509265	25	25	2.03969903702935e-19	7.79165032145212e-18
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_salyersiae	Group	MCI	5.89624982956814	0.170575417134379	25	25	2.59592912316815e-19	9.4442373814308e-18
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp._D2	Group	SCS	12.4521297816185	0.361742803196386	25	18	2.81860168764862e-19	9.78823495165248e-18
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_merdae	Group	SCS	11.161900672358	0.336611055880517	25	25	5.87996263606091e-19	1.9531701973698e-17
k__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_merdae	Group	SCD	10.9869843415519	0.336611055880517	25	25	8.02031202881575e-19	2.55313266250635e-17
